,department,proficiency_level,no_of_projects,manager_rating,promotion,project_score,hackerrank_score
6583,0,5.0,27,2,1,65.0,61.0
6584,2,2.0,22,2,0,6.0,42.0
6585,2,1.0,22,2,0,6.0,42.0
6586,2,0.0,29,2,0,0.0,0.0
6587,0,0.0,10,4,1,76.0,53.0
6588,0,0.0,10,4,1,90.0,95.0
6589,2,0.0,22,3,1,0.0,0.0
6590,3,0.0,28,3,1,81.0,87.0
6591,0,4.0,3,1,1,65.0,74.0
6592,0,4.0,3,1,1,93.0,86.0
6593,1,0.0,29,2,1,59.0,97.0
6594,2,0.0,2,4,1,74.0,72.0
6595,3,0.0,26,3,1,0.0,0.0
6596,0,0.0,17,2,0,0.0,0.0
6597,1,0.0,14,1,0,56.0,48.0
6598,4,0.0,21,2,1,80.0,99.0
6599,4,0.0,21,2,1,72.0,65.0
6600,4,4.0,26,4,1,71.0,85.0
6601,4,3.0,11,5,1,84.0,74.0
6602,4,3.0,11,5,1,98.0,100.0
6603,4,1.0,26,2,1,80.0,69.0
6604,4,2.0,26,2,1,80.0,69.0
6605,4,4.0,26,2,1,80.0,69.0
6606,4,2.0,20,5,1,96.0,60.0
6607,4,2.0,20,5,1,90.0,51.0
6608,2,0.0,26,1,1,71.0,80.0
6609,2,0.0,26,1,1,63.0,99.0
6610,2,0.0,3,4,1,91.0,63.0
6611,2,0.0,3,4,1,91.0,91.0
6612,0,2.0,21,1,0,24.0,18.0
6613,0,2.0,21,1,0,35.0,6.0
6614,0,2.0,21,1,0,36.0,25.0
6615,0,2.0,21,1,0,39.0,27.0
6616,0,2.0,21,1,0,13.0,41.0
6617,1,0.0,1,4,0,0.0,0.0
6618,4,0.0,13,2,0,17.0,49.0
6619,2,9.0,19,2,0,0.0,0.0
6620,4,4.0,27,2,0,0.0,0.0
6621,1,0.0,12,5,1,65.0,78.0
6622,2,5.0,27,1,0,32.0,17.0
6623,2,5.0,27,1,0,11.0,48.0
6624,3,0.0,6,2,1,50.0,41.0
6625,3,0.0,6,2,1,75.0,7.0
6626,1,3.0,23,5,1,0.0,0.0
6627,1,4.0,23,5,1,0.0,0.0
6628,3,3.0,10,2,0,26.0,34.0
6629,3,3.0,10,2,0,30.0,47.0
6630,3,3.0,10,2,0,26.0,34.0
6631,3,3.0,10,2,0,30.0,47.0
6632,1,9.0,26,4,1,57.0,54.0
6633,1,9.0,26,4,1,71.0,97.0
6634,1,9.0,26,4,1,67.0,83.0
6635,2,4.0,7,4,1,0.0,0.0
6636,2,1.0,7,4,1,0.0,0.0
6637,1,0.0,5,5,1,88.0,95.0
6638,4,0.0,25,2,1,60.0,51.0
6639,3,0.0,3,4,1,77.0,64.0
6640,3,0.0,3,4,1,90.0,87.0
6641,3,0.0,3,4,1,91.0,58.0
6642,2,0.0,19,1,0,19.0,19.0
6643,2,0.0,19,1,0,6.0,46.0
6644,2,0.0,19,1,0,4.0,38.0
6645,2,0.0,19,1,0,33.0,11.0
6646,4,0.0,2,4,1,65.0,86.0
6647,4,0.0,2,4,1,70.0,69.0
6648,4,0.0,2,4,1,59.0,53.0
6649,4,3.0,29,3,1,52.0,80.0
6650,4,2.0,29,4,1,0.0,0.0
6651,0,0.0,17,2,1,0.0,0.0
6652,3,3.0,16,2,1,0.0,0.0
6653,2,1.0,28,2,0,30.0,73.0
6654,2,1.0,28,2,0,35.0,17.0
6655,2,5.0,28,2,0,30.0,73.0
6656,2,5.0,28,2,0,35.0,17.0
6657,2,0.0,5,1,1,0.0,0.0
6658,2,8.0,15,1,1,52.0,96.0
6659,2,2.0,15,1,1,52.0,96.0
6660,4,0.0,25,2,1,77.0,80.0
6661,4,0.0,25,2,1,69.0,84.0
6662,4,0.0,25,2,1,76.0,53.0
6663,2,1.0,13,2,1,89.0,68.0
6664,4,5.0,30,4,1,57.0,71.0
6665,4,5.0,30,4,1,98.0,96.0
6666,4,5.0,30,4,1,90.0,70.0
6667,4,0.0,11,5,1,0.0,0.0
6668,0,4.0,5,4,1,0.0,0.0
6669,4,0.0,10,4,1,0.0,0.0
6670,4,4.0,4,4,0,0.0,0.0
6671,3,1.0,25,3,1,77.0,91.0
6672,4,0.0,23,3,1,79.0,84.0
6673,4,0.0,23,3,1,89.0,60.0
6674,3,0.0,16,4,1,98.0,99.0
6675,3,0.0,16,4,1,75.0,49.0
6676,3,0.0,16,4,1,56.0,61.0
6677,0,0.0,11,3,1,99.0,77.0
6678,0,0.0,11,3,1,89.0,57.0
6679,1,0.0,28,4,1,0.0,0.0
6680,0,4.0,21,1,0,32.0,43.0
6681,0,4.0,21,1,0,6.0,20.0
6682,3,2.0,10,5,1,74.0,87.0
6683,1,0.0,14,3,1,65.0,63.0
6684,1,0.0,14,3,1,70.0,93.0
6685,3,5.0,12,5,1,0.0,0.0
6686,3,5.0,12,5,1,0.0,0.0
6687,1,2.0,1,2,1,0.0,0.0
6688,1,9.0,1,2,1,0.0,0.0
6689,4,0.0,17,4,1,99.0,58.0
6690,4,0.0,29,2,0,13.0,5.0
6691,0,0.0,26,3,1,75.0,69.0
6692,4,2.0,8,1,0,41.0,35.0
6693,0,8.0,30,1,1,58.0,68.0
6694,0,8.0,30,1,1,7.0,7.0
6695,0,3.0,30,1,1,58.0,68.0
6696,0,3.0,30,1,1,7.0,7.0
6697,1,0.0,18,4,1,0.0,0.0
6698,1,0.0,12,5,1,66.0,62.0
6699,2,1.0,10,2,0,94.0,54.0
6700,2,1.0,10,2,0,81.0,47.0
6701,2,1.0,10,2,0,3.0,8.0
6702,2,1.0,10,2,0,34.0,47.0
6703,2,1.0,10,2,0,35.0,50.0
6704,2,3.0,10,2,0,94.0,54.0
6705,2,3.0,10,2,0,81.0,47.0
6706,2,3.0,10,2,0,3.0,8.0
6707,2,3.0,10,2,0,34.0,47.0
6708,2,3.0,10,2,0,35.0,50.0
6709,3,4.0,6,1,1,53.0,95.0
6710,3,4.0,6,1,1,91.0,56.0
6711,1,6.0,11,5,1,0.0,0.0
6712,0,2.0,14,3,1,67.0,83.0
6713,2,2.0,20,5,1,0.0,0.0
6714,3,0.0,5,1,1,41.0,75.0
6715,4,0.0,29,1,1,81.0,67.0
6716,4,0.0,29,1,1,84.0,65.0
6717,4,0.0,29,1,1,48.0,61.0
6718,1,0.0,4,1,1,88.0,70.0
6719,0,4.0,29,2,1,0.0,0.0
6720,1,0.0,19,5,1,68.0,83.0
6721,3,0.0,2,2,0,13.0,3.0
6722,3,0.0,9,2,1,59.0,64.0
6723,3,0.0,9,2,1,96.0,100.0
6724,3,0.0,28,1,0,47.0,38.0
6725,3,0.0,28,1,0,5.0,17.0
6726,1,0.0,20,4,1,100.0,73.0
6727,1,0.0,20,4,1,77.0,61.0
6728,1,0.0,20,4,1,54.0,55.0
6729,1,2.0,16,1,0,50.0,48.0
6730,1,3.0,16,1,0,50.0,48.0
6731,1,2.0,16,1,0,50.0,48.0
6732,2,3.0,20,2,1,0.0,0.0
6733,3,2.0,26,3,1,64.0,64.0
6734,1,0.0,5,5,0,3.0,27.0
6735,1,6.0,30,3,1,85.0,100.0
6736,1,6.0,30,3,1,85.0,81.0
6737,3,0.0,26,4,1,52.0,94.0
6738,4,3.0,8,5,1,86.0,92.0
6739,4,2.0,8,5,1,86.0,92.0
6740,4,2.0,8,5,1,86.0,92.0
6741,2,4.0,24,2,0,30.0,43.0
6742,2,4.0,24,2,0,33.0,37.0
6743,2,5.0,24,2,0,30.0,43.0
6744,2,5.0,24,2,0,33.0,37.0
6745,2,3.0,24,2,0,30.0,43.0
6746,2,3.0,24,2,0,33.0,37.0
6747,3,1.0,29,5,1,86.0,61.0
6748,3,1.0,29,5,1,99.0,68.0
6749,3,1.0,29,5,1,56.0,94.0
6750,4,1.0,19,5,1,0.0,0.0
6751,0,4.0,4,4,1,0.0,0.0
6752,0,4.0,22,1,1,22.0,39.0
6753,0,4.0,22,1,1,53.0,83.0
6754,2,4.0,2,3,1,79.0,76.0
6755,2,4.0,2,3,1,96.0,86.0
6756,1,0.0,19,5,1,56.0,82.0
6757,1,0.0,19,5,1,81.0,83.0
6758,4,0.0,30,2,0,0.0,0.0
6759,4,0.0,3,3,1,82.0,86.0
6760,4,0.0,4,3,0,4.0,35.0
6761,4,0.0,4,3,0,47.0,49.0
6762,4,0.0,4,3,0,22.0,30.0
6763,0,0.0,1,4,1,0.0,0.0
6764,4,5.0,23,4,1,73.0,67.0
6765,4,4.0,23,4,1,73.0,67.0
6766,4,7.0,23,4,1,73.0,67.0
6767,4,1.0,24,4,1,0.0,0.0
6768,0,1.0,7,3,1,70.0,91.0
6769,0,1.0,7,3,1,83.0,67.0
6770,0,5.0,7,3,1,70.0,91.0
6771,0,5.0,7,3,1,83.0,67.0
6772,2,0.0,24,2,0,0.0,0.0
6773,3,3.0,29,5,1,86.0,89.0
6774,3,6.0,29,5,1,86.0,89.0
6775,3,7.0,29,5,1,86.0,89.0
6776,0,0.0,22,1,0,14.0,2.0
6777,0,0.0,22,1,0,19.0,41.0
6778,4,0.0,23,2,1,62.0,90.0
6779,4,0.0,23,2,1,80.0,66.0
6780,3,2.0,27,5,1,74.0,75.0
6781,3,6.0,27,5,1,74.0,75.0
6782,3,0.0,20,2,1,71.0,63.0
6783,3,0.0,20,2,1,56.0,66.0
6784,3,9.0,5,2,0,0.0,0.0
6785,2,0.0,25,2,1,0.0,0.0
6786,4,5.0,25,3,1,90.0,83.0
6787,3,6.0,20,5,1,0.0,0.0
6788,3,1.0,20,5,1,0.0,0.0
6789,3,4.0,20,5,1,0.0,0.0
6790,3,5.0,20,5,1,0.0,0.0
6791,3,1.0,5,5,1,91.0,73.0
6792,0,3.0,26,1,0,2.0,45.0
6793,0,3.0,26,1,0,17.0,24.0
6794,0,3.0,26,1,0,10.0,13.0
6795,0,1.0,27,3,1,91.0,77.0
6796,0,1.0,27,3,1,58.0,83.0
6797,0,9.0,27,3,1,91.0,77.0
6798,0,9.0,27,3,1,58.0,83.0
6799,0,8.0,27,3,1,91.0,77.0
6800,0,8.0,27,3,1,58.0,83.0
6801,0,5.0,27,3,1,91.0,77.0
6802,0,5.0,27,3,1,58.0,83.0
6803,0,0.0,12,2,0,1.0,45.0
6804,4,5.0,4,2,0,0.0,45.0
6805,3,0.0,10,2,0,5.0,49.0
6806,2,1.0,2,3,0,0.0,0.0
6807,1,3.0,18,5,1,95.0,84.0
6808,1,3.0,18,5,1,54.0,56.0
6809,1,3.0,18,5,1,92.0,84.0
6810,1,3.0,18,5,1,97.0,75.0
6811,1,3.0,18,5,1,97.0,68.0
6812,3,1.0,27,4,1,22.0,50.0
6813,3,1.0,27,4,1,80.0,73.0
6814,2,0.0,4,3,0,41.0,1.0
6815,1,2.0,11,4,1,0.0,0.0
6816,4,0.0,17,1,0,0.0,0.0
6817,2,3.0,16,3,1,84.0,79.0
6818,3,0.0,26,4,1,0.0,0.0
6819,0,3.0,28,5,1,57.0,57.0
6820,0,3.0,28,5,1,14.0,97.0
6821,2,0.0,28,4,1,99.0,81.0
6822,0,0.0,13,3,1,0.0,0.0
6823,0,0.0,10,4,1,81.0,84.0
6824,0,0.0,10,4,1,81.0,81.0
6825,0,0.0,10,4,1,72.0,60.0
6826,0,2.0,2,2,0,0.0,0.0
6827,0,4.0,9,3,1,86.0,96.0
6828,0,6.0,9,3,1,86.0,96.0
6829,4,0.0,20,2,1,80.0,82.0
6830,2,1.0,9,3,1,0.0,0.0
6831,2,5.0,9,3,1,0.0,0.0
6832,2,3.0,9,3,1,0.0,0.0
6833,3,1.0,28,1,0,13.0,34.0
6834,3,3.0,28,1,0,13.0,34.0
6835,3,7.0,28,1,0,13.0,34.0
6836,3,5.0,28,1,0,13.0,34.0
6837,1,3.0,21,4,1,79.0,88.0
6838,2,0.0,30,4,1,0.0,0.0
6839,4,0.0,19,3,1,0.0,0.0
6840,3,0.0,29,4,1,75.0,95.0
6841,4,0.0,8,4,1,0.0,0.0
6842,4,4.0,26,2,1,100.0,77.0
6843,4,4.0,26,2,1,99.0,93.0
6844,0,5.0,21,5,1,74.0,69.0
6845,0,5.0,21,5,1,97.0,94.0
6846,0,5.0,21,5,1,94.0,70.0
6847,0,3.0,21,5,1,74.0,69.0
6848,0,3.0,21,5,1,97.0,94.0
6849,0,3.0,21,5,1,94.0,70.0
6850,3,4.0,6,3,0,0.0,0.0
6851,1,0.0,18,4,1,0.0,0.0
6852,1,0.0,7,3,1,71.0,52.0
6853,1,0.0,7,3,1,52.0,51.0
6854,1,0.0,20,3,1,0.0,0.0
6855,1,0.0,9,5,1,99.0,97.0
6856,0,0.0,8,1,0,49.0,48.0
6857,0,0.0,8,1,0,33.0,6.0
6858,3,0.0,1,2,1,52.0,100.0
6859,4,5.0,27,4,1,98.0,85.0
6860,1,0.0,27,3,1,94.0,72.0
6861,1,0.0,27,3,1,88.0,91.0
6862,1,0.0,27,3,1,76.0,60.0
6863,4,0.0,5,1,0,0.0,0.0
6864,0,0.0,8,5,1,85.0,69.0
6865,3,0.0,23,5,1,57.0,94.0
6866,3,0.0,23,5,1,100.0,95.0
6867,3,0.0,23,5,1,78.0,86.0
6868,2,0.0,3,2,0,0.0,0.0
6869,2,0.0,2,5,0,37.0,15.0
6870,2,0.0,2,5,0,5.0,3.0
6871,2,9.0,4,5,0,10.0,6.0
6872,2,9.0,4,5,0,0.0,8.0
6873,3,7.0,18,3,1,80.0,72.0
6874,3,7.0,18,3,1,83.0,61.0
6875,4,0.0,13,5,1,0.0,0.0
6876,1,0.0,1,2,0,34.0,28.0
6877,2,4.0,20,5,1,96.0,52.0
6878,2,0.0,16,3,1,56.0,62.0
6879,2,0.0,16,3,1,89.0,75.0
6880,0,1.0,24,3,1,0.0,0.0
6881,2,0.0,21,3,1,60.0,98.0
6882,0,0.0,28,1,1,70.0,91.0
6883,3,1.0,12,1,1,0.0,0.0
6884,4,3.0,1,1,1,42.0,52.0
6885,3,2.0,25,1,1,0.0,0.0
6886,4,5.0,20,4,1,0.0,0.0
6887,2,0.0,25,5,1,0.0,0.0
6888,4,4.0,6,4,0,0.0,0.0
6889,4,10.0,22,4,1,96.0,74.0
6890,3,4.0,18,4,1,0.0,0.0
6891,3,0.0,28,2,0,23.0,35.0
6892,3,0.0,28,2,0,2.0,23.0
6893,0,0.0,14,1,1,57.0,77.0
6894,2,2.0,24,2,0,26.0,1.0
6895,2,2.0,24,2,0,50.0,21.0
6896,4,0.0,7,5,0,5.0,2.0
6897,0,0.0,12,2,1,80.0,96.0
6898,0,0.0,30,1,0,0.0,0.0
6899,1,2.0,29,5,1,0.0,0.0
6900,2,0.0,29,2,1,98.0,60.0
6901,2,0.0,29,2,1,87.0,52.0
6902,3,0.0,22,3,1,60.0,52.0
6903,4,0.0,17,4,1,0.0,0.0
6904,2,0.0,30,1,0,27.0,45.0
6905,1,0.0,12,4,1,0.0,0.0
6906,0,2.0,17,2,0,0.0,0.0
6907,2,1.0,23,4,1,94.0,73.0
6908,2,1.0,23,4,1,92.0,93.0
6909,4,3.0,18,4,1,53.0,78.0
6910,4,3.0,18,4,1,84.0,84.0
6911,4,3.0,18,4,1,94.0,64.0
6912,4,3.0,18,4,1,61.0,88.0
6913,3,0.0,12,3,1,60.0,33.0
6914,3,0.0,12,3,1,76.0,57.0
6915,1,3.0,17,5,1,0.0,0.0
6916,0,0.0,24,4,1,0.0,0.0
6917,0,2.0,22,5,1,39.0,22.0
6918,0,3.0,3,3,1,0.0,0.0
6919,3,0.0,16,3,1,92.0,59.0
6920,3,0.0,16,3,1,57.0,89.0
6921,0,0.0,24,4,1,0.0,0.0
6922,2,2.0,29,4,1,57.0,56.0
6923,2,3.0,29,4,1,57.0,56.0
6924,2,6.0,17,1,0,0.0,0.0
6925,0,5.0,15,3,1,0.0,0.0
6926,0,4.0,15,3,1,0.0,0.0
6927,0,2.0,19,3,1,0.0,0.0
6928,2,0.0,3,4,0,0.0,0.0
6929,4,2.0,16,4,1,56.0,70.0
6930,4,2.0,16,4,1,100.0,93.0
6931,4,3.0,16,4,1,56.0,70.0
6932,4,3.0,16,4,1,100.0,93.0
6933,0,4.0,16,1,0,23.0,7.0
6934,0,4.0,16,1,0,13.0,2.0
6935,0,4.0,16,1,0,42.0,43.0
6936,0,4.0,16,1,0,17.0,25.0
6937,2,3.0,2,5,0,0.0,0.0
6938,1,3.0,3,5,1,0.0,0.0
6939,1,1.0,3,5,1,0.0,0.0
6940,0,0.0,4,4,0,0.0,0.0
6941,0,0.0,21,4,1,52.0,63.0
6942,0,0.0,21,4,1,100.0,89.0
6943,2,2.0,9,4,1,0.0,0.0
6944,2,5.0,9,4,1,0.0,0.0
6945,2,5.0,9,4,1,0.0,0.0
6946,1,0.0,13,3,1,0.0,0.0
6947,4,0.0,27,4,1,0.0,0.0
6948,1,10.0,6,5,1,75.0,77.0
6949,1,10.0,6,5,1,90.0,64.0
6950,3,1.0,19,5,1,0.0,0.0
6951,0,0.0,5,1,1,71.0,90.0
6952,0,0.0,5,1,1,73.0,83.0
6953,3,5.0,23,5,1,0.0,0.0
6954,1,8.0,16,3,1,96.0,88.0
6955,1,8.0,16,3,1,32.0,8.0
6956,4,0.0,20,3,1,71.0,72.0
6957,4,0.0,20,3,1,69.0,93.0
6958,4,0.0,20,3,1,58.0,99.0
6959,2,5.0,11,5,1,85.0,83.0
6960,2,5.0,11,5,1,68.0,84.0
6961,2,5.0,11,5,1,27.0,98.0
6962,4,3.0,9,4,1,67.0,94.0
6963,4,3.0,9,4,1,99.0,85.0
6964,4,3.0,9,4,1,77.0,95.0
6965,1,8.0,26,2,1,0.0,0.0
6966,1,10.0,26,2,1,0.0,0.0
6967,2,2.0,4,2,1,53.0,80.0
6968,2,2.0,4,2,1,91.0,56.0
6969,2,2.0,4,2,1,99.0,73.0
6970,2,0.0,15,2,1,0.0,0.0
6971,3,10.0,7,3,1,82.0,78.0
6972,3,5.0,7,3,1,82.0,78.0
6973,3,5.0,7,3,1,82.0,78.0
6974,0,1.0,23,1,1,69.0,93.0
6975,0,1.0,23,1,1,99.0,60.0
6976,0,1.0,23,1,1,69.0,93.0
6977,0,1.0,23,1,1,99.0,60.0
6978,2,2.0,26,3,1,0.0,0.0
6979,0,0.0,9,3,1,72.0,72.0
6980,1,3.0,5,1,0,0.0,0.0
6981,4,4.0,13,2,1,0.0,0.0
6982,4,0.0,14,4,1,92.0,60.0
6983,0,0.0,17,2,1,95.0,62.0
6984,0,0.0,17,2,1,64.0,78.0
6985,4,0.0,3,3,1,91.0,77.0
6986,1,2.0,11,3,1,77.0,62.0
6987,1,0.0,4,3,1,32.0,9.0
6988,0,1.0,25,5,1,0.0,0.0
6989,1,9.0,7,2,1,0.0,0.0
6990,2,4.0,1,5,1,0.0,0.0
6991,2,0.0,1,4,0,35.0,28.0
6992,2,0.0,1,4,0,14.0,32.0
6993,0,0.0,7,3,1,88.0,78.0
6994,2,3.0,20,2,1,12.0,44.0
6995,2,5.0,14,1,1,57.0,84.0
6996,2,5.0,14,1,1,84.0,83.0
6997,1,4.0,3,4,1,76.0,72.0
6998,1,4.0,3,4,1,68.0,76.0
6999,1,3.0,3,4,1,76.0,72.0
7000,1,3.0,3,4,1,68.0,76.0
7001,3,0.0,9,4,1,0.0,0.0
7002,2,0.0,21,3,1,0.0,0.0
7003,4,0.0,1,5,0,17.0,45.0
7004,4,0.0,23,5,1,0.0,0.0
7005,2,0.0,7,1,1,67.0,51.0
7006,2,5.0,27,4,1,76.0,52.0
7007,2,0.0,9,1,0,0.0,0.0
7008,3,0.0,29,1,1,0.0,0.0
7009,0,0.0,20,3,1,78.0,90.0
7010,3,0.0,25,5,1,89.0,86.0
7011,3,0.0,25,5,1,99.0,97.0
7012,2,2.0,7,3,1,0.0,0.0
7013,2,5.0,7,3,1,0.0,0.0
7014,2,2.0,7,3,1,0.0,0.0
7015,2,0.0,21,5,1,0.0,0.0
7016,1,0.0,1,1,1,98.0,72.0
7017,1,0.0,1,1,1,54.0,77.0
7018,1,0.0,1,1,1,78.0,94.0
7019,2,2.0,10,5,1,59.0,62.0
7020,2,2.0,10,5,1,51.0,76.0
7021,3,0.0,8,5,1,75.0,73.0
7022,1,0.0,2,4,1,13.0,85.0
7023,1,0.0,12,3,1,0.0,0.0
7024,1,0.0,23,2,0,7.0,76.0
7025,2,0.0,14,1,0,11.0,43.0
7026,4,0.0,9,1,1,0.0,0.0
7027,3,0.0,17,1,1,0.0,0.0
7028,0,0.0,13,3,1,95.0,51.0
7029,0,8.0,30,5,1,82.0,83.0
7030,4,2.0,5,1,0,18.0,14.0
7031,4,2.0,5,1,0,11.0,5.0
7032,4,2.0,5,1,0,28.0,26.0
7033,2,0.0,25,3,1,0.0,0.0
7034,0,10.0,5,4,1,96.0,78.0
7035,2,4.0,8,5,1,79.0,74.0
7036,2,4.0,8,5,1,93.0,90.0
7037,2,8.0,8,5,1,79.0,74.0
7038,2,8.0,8,5,1,93.0,90.0
7039,0,0.0,16,1,1,92.0,53.0
7040,1,2.0,1,5,1,80.0,60.0
7041,1,2.0,1,5,1,63.0,84.0
7042,1,1.0,1,5,1,80.0,60.0
7043,1,1.0,1,5,1,63.0,84.0
7044,1,0.0,23,1,0,47.0,72.0
7045,1,0.0,23,1,0,58.0,78.0
7046,1,0.0,24,2,1,97.0,84.0
7047,1,0.0,22,4,1,100.0,85.0
7048,1,5.0,20,4,1,82.0,80.0
7049,1,5.0,20,4,1,69.0,78.0
7050,2,3.0,5,5,1,0.0,0.0
7051,3,0.0,18,3,1,63.0,88.0
7052,3,2.0,5,3,0,38.0,6.0
7053,3,2.0,5,3,0,16.0,31.0
7054,3,0.0,12,3,1,0.0,0.0
7055,2,0.0,2,3,0,5.0,11.0
7056,0,6.0,15,2,1,86.0,66.0
7057,0,8.0,15,2,1,86.0,66.0
7058,3,3.0,15,3,1,0.0,0.0
7059,1,9.0,6,4,0,13.0,4.0
7060,1,9.0,6,4,0,46.0,40.0
7061,1,6.0,6,4,0,13.0,4.0
7062,1,6.0,6,4,0,46.0,40.0
7063,3,4.0,11,1,1,75.0,78.0
7064,3,4.0,11,1,1,60.0,85.0
7065,3,4.0,11,1,1,71.0,99.0
7066,3,4.0,11,1,1,76.0,83.0
7067,3,2.0,11,1,1,75.0,78.0
7068,3,2.0,11,1,1,60.0,85.0
7069,3,2.0,11,1,1,71.0,99.0
7070,3,2.0,11,1,1,76.0,83.0
7071,1,0.0,23,3,1,68.0,91.0
7072,0,0.0,1,3,1,0.0,0.0
7073,4,3.0,17,4,1,0.0,0.0
7074,1,4.0,7,5,1,81.0,96.0
7075,1,4.0,7,5,1,81.0,66.0
7076,2,0.0,16,4,1,73.0,69.0
7077,3,0.0,24,1,1,61.0,74.0
7078,3,0.0,24,1,1,91.0,51.0
7079,2,0.0,16,4,1,0.0,0.0
7080,0,5.0,7,1,1,0.0,0.0
7081,3,4.0,24,1,0,0.0,29.0
7082,3,0.0,19,5,1,0.0,0.0
7083,3,5.0,29,1,1,93.0,64.0
7084,3,8.0,29,1,1,93.0,64.0
7085,0,4.0,27,1,1,55.0,83.0
7086,0,4.0,27,1,1,97.0,72.0
7087,1,2.0,24,5,1,0.0,0.0
7088,1,3.0,24,5,1,0.0,0.0
7089,2,0.0,14,1,0,25.0,1.0
7090,1,0.0,30,2,1,93.0,34.0
7091,1,0.0,4,4,0,36.0,33.0
7092,1,0.0,4,4,0,6.0,18.0
7093,2,0.0,2,1,1,97.0,2.0
7094,2,0.0,2,1,1,81.0,87.0
7095,3,3.0,5,1,0,44.0,47.0
7096,0,0.0,24,1,0,48.0,21.0
7097,3,0.0,12,4,1,0.0,0.0
7098,4,0.0,12,2,1,0.0,0.0
7099,0,0.0,3,4,1,0.0,0.0
7100,1,0.0,16,5,1,89.0,82.0
7101,1,0.0,16,5,1,63.0,85.0
7102,1,0.0,16,5,1,76.0,81.0
7103,4,2.0,28,2,1,79.0,88.0
7104,4,2.0,28,2,1,53.0,94.0
7105,4,2.0,28,2,1,72.0,85.0
7106,4,2.0,28,2,1,85.0,77.0
7107,4,2.0,28,2,1,64.0,54.0
7108,0,9.0,5,1,0,14.0,49.0
7109,0,9.0,5,1,0,9.0,7.0
7110,2,0.0,30,3,1,0.0,0.0
7111,3,2.0,16,3,1,51.0,79.0
7112,3,2.0,16,3,1,51.0,79.0
7113,1,0.0,13,1,0,0.0,0.0
7114,4,1.0,25,5,1,0.0,0.0
7115,0,3.0,12,3,1,0.0,0.0
7116,0,0.0,30,4,1,68.0,87.0
7117,0,0.0,30,4,1,87.0,92.0
7118,1,6.0,3,3,1,0.0,0.0
7119,4,0.0,27,4,1,82.0,72.0
7120,3,0.0,21,4,1,0.0,0.0
7121,1,4.0,18,4,1,87.0,89.0
7122,2,8.0,9,2,1,76.0,69.0
7123,2,1.0,9,2,1,76.0,69.0
7124,4,2.0,2,1,0,50.0,34.0
7125,3,3.0,12,2,0,43.0,1.0
7126,3,6.0,12,2,0,43.0,1.0
7127,3,4.0,12,2,0,43.0,1.0
7128,2,0.0,19,3,1,65.0,66.0
7129,1,4.0,3,4,1,26.0,66.0
7130,1,2.0,4,5,1,0.0,0.0
7131,1,1.0,6,2,0,0.0,0.0
7132,0,0.0,11,3,1,83.0,62.0
7133,3,1.0,2,4,1,0.0,0.0
7134,3,3.0,2,4,1,0.0,0.0
7135,4,0.0,4,3,0,0.0,0.0
7136,1,1.0,10,1,1,0.0,0.0
7137,2,4.0,19,3,1,82.0,85.0
7138,1,0.0,18,5,1,51.0,76.0
7139,4,3.0,23,3,1,58.0,77.0
7140,4,3.0,23,3,1,62.0,71.0
7141,2,0.0,22,3,1,0.0,0.0
7142,2,0.0,24,3,1,0.0,0.0
7143,1,0.0,1,1,0,49.0,67.0
7144,2,0.0,29,3,1,79.0,97.0
7145,1,3.0,26,1,1,0.0,0.0
7146,1,1.0,26,1,1,0.0,0.0
7147,0,10.0,22,3,1,91.0,64.0
7148,0,10.0,22,3,1,72.0,78.0
7149,0,10.0,22,3,1,96.0,87.0
7150,1,4.0,15,3,1,97.0,84.0
7151,1,4.0,15,3,1,41.0,18.0
7152,1,4.0,15,3,1,58.0,69.0
7153,1,2.0,15,3,1,97.0,84.0
7154,1,2.0,15,3,1,41.0,18.0
7155,1,2.0,15,3,1,58.0,69.0
7156,1,4.0,23,3,1,60.0,75.0
7157,1,5.0,2,1,1,0.0,0.0
7158,4,0.0,26,3,1,58.0,99.0
7159,4,0.0,26,3,1,88.0,54.0
7160,0,8.0,2,3,1,84.0,55.0
7161,3,0.0,17,2,0,0.0,2.0
7162,3,1.0,1,5,1,89.0,56.0
7163,3,1.0,1,5,1,80.0,69.0
7164,1,0.0,19,2,1,83.0,96.0
7165,1,0.0,19,2,1,99.0,88.0
7166,3,1.0,26,3,1,0.0,0.0
7167,4,0.0,30,2,1,97.0,52.0
7168,4,0.0,30,2,1,77.0,89.0
7169,3,0.0,7,1,1,94.0,77.0
7170,3,0.0,7,1,1,99.0,78.0
7171,1,0.0,6,3,0,48.0,14.0
7172,0,1.0,4,2,1,96.0,93.0
7173,4,0.0,28,5,1,74.0,93.0
7174,4,0.0,28,5,1,69.0,83.0
7175,4,0.0,28,5,1,77.0,89.0
7176,2,0.0,7,1,1,0.0,0.0
7177,2,0.0,7,2,1,41.0,97.0
7178,3,0.0,8,3,1,76.0,79.0
7179,1,1.0,14,1,0,16.0,45.0
7180,1,1.0,14,1,0,47.0,46.0
7181,1,1.0,14,1,0,3.0,9.0
7182,1,1.0,14,1,0,42.0,38.0
7183,1,1.0,14,1,0,23.0,10.0
7184,3,0.0,20,3,1,72.0,94.0
7185,3,0.0,20,3,1,74.0,27.0
7186,1,0.0,14,4,1,64.0,88.0
7187,1,0.0,14,4,1,69.0,53.0
7188,1,3.0,3,3,0,0.0,0.0
7189,1,3.0,3,3,0,0.0,0.0
